rent_price,deposit_cost,year_built,floor,size,type,location,prefecture
60050,0,2017,1/2F,27.53,1R Apartment,"TakasukaKurashiki-shi, Okayama",Okayama
51550,0,2006,1/2F,22.35,1K Apartment,"NiwaseOkayama-shi Kita-ku,",Okayama
55050,0,1999,2/2F,46.37,2DK Apartment,"NakaseKurashiki-shi, Okayama",Okayama
47050,0,2008,2/2F,24.85,1K Apartment,"TokuboKurashiki-shi, Okayama",Okayama
73050,0,2000,3/3F,20.28,1K Apartment,"EkimotomachiOkayama-shi Kita-ku,",Okayama
51040,47500,2001,2/2F,40.95,2DK Apartment,"MakabeSoja-shi, Okayama",Okayama
41000,0,2010,1/2F,20.40,1K Apartment,"SugawaraKitakyushu-shi Tobata-ku,",Fukuoka
25000,0,2010,1/3F,20.81,1K Apartment,"MakiyamaKitakyushu-shi Tobata-ku,",Fukuoka
58000,0,2014,2/2F,25.89,1K Apartment,"UmebayashiFukuoka-shi Jonan-ku,",Fukuoka
43000,0,1998,1/2F,19.87,1K Apartment,"NanakumaFukuoka-shi Jonan-ku,",Fukuoka
52000,0,2007,1/2F,23.61,1K Apartment,"HonjohigashiKitakyushu-shi Yahatanishi-ku,",Fukuoka
32500,0,2010,1/3F,19.87,1K Apartment,"JonammachiKurume-shi, Fukuoka",Fukuoka
47000,0,2002,1/2F,19.87,1K Apartment,"MatobaFukuoka-shi Minami-ku,",Fukuoka
49000,0,2007,1/3F,20.81,1K Apartment,"JonoKitakyushu-shi Kokuraminami-ku,",Fukuoka
55000,0,2009,4/4F,19.87,1K Apartment,"ChayamaFukuoka-shi Jonan-ku,",Fukuoka
49000,0,2009,1/2F,23.61,1K Apartment,"TsukigumaFukuoka-shi Hakata-ku,",Fukuoka
42500,0,2009,1/2F,22.35,1K Apartment,"KoboOkawa-shi, Fukuoka",Fukuoka
42000,0,2007,1/2F,19.87,1K Apartment,"HigashioriomachiKitakyushu-shi Yahatanishi-ku,",Fukuoka
40000,0,1999,1/2F,19.87,1K Apartment,"NanakumaFukuoka-shi Jonan-ku,",Fukuoka
46000,0,2005,1/2F,19.87,1K Apartment,"KashiiekihigashiFukuoka-shi Higashi-ku,",Fukuoka
51000,0,2000,1/2F,49.68,2DK Apartment,"MinamigataKitakyushu-shi Kokuraminami-ku,",Fukuoka
41500,0,2009,1/2F,20.28,1K Apartment,"MiimachiKurume-shi, Fukuoka",Fukuoka
38000,0,2006,1/3F,19.87,1K Apartment,"ShirahagimachiKitakyushu-shi Kokurakita-ku,",Fukuoka
51000,0,2008,2/2F,22.35,1K Apartment,"KoyanoseKitakyushu-shi Yahatanishi-ku,",Fukuoka
40000,0,2000,2/2F,20.28,1K Apartment,"MinamigataKitakyushu-shi Kokuraminami-ku,",Fukuoka
29000,0,2008,1/4F,19.87,1K Apartment,"HagizakimachiKitakyushu-shi Kokurakita-ku,",Fukuoka
42000,0,1999,2/2F,20.28,1K Apartment,"HiigawaFukuoka-shi Jonan-ku,",Fukuoka
42000,0,2010,4/4F,20.81,1K Apartment,"ShiraganeKitakyushu-shi Kokurakita-ku,",Fukuoka
51000,0,2009,2/4F,19.87,1K Apartment,"NanakumaFukuoka-shi Jonan-ku,",Fukuoka
29000,0,2009,4/4F,20.81,1K Apartment,"ShimonijitchoKitakyushu-shi Moji-ku,",Fukuoka
67000,0,2013,2/2F,29.92,1K Apartment,"AtagoFukuoka-shi Nishi-ku,",Fukuoka
51000,0,2002,1/2F,22.70,1K Apartment,"ImajukuFukuoka-shi Nishi-ku,",Fukuoka
52000,0,2010,2/2F,25.06,1K Apartment,"NakasoneKitakyushu-shi Kokuraminami-ku,",Fukuoka
40000,0,2007,1/3F,19.87,1K Apartment,"MihaginoKitakyushu-shi Kokurakita-ku,",Fukuoka
33000,0,2011,1/3F,19.87,1K Apartment,"ShimojonoKitakyushu-shi Kokuraminami-ku,",Fukuoka
25000,0,2005,2/2F,19.87,1K Apartment,"KurobaruKitakyushu-shi Kokurakita-ku,",Fukuoka
44500,0,2008,1/2F,23.61,1K Apartment,"Akanabe noseGifu-shi,",Gifu
42500,0,2007,1/2F,23.18,1K Apartment,"KuranomaeGifu-shi, Gifu",Gifu
41200,0,1972,5/5F,35.20,1DK Apartment,"SakuradoriGifu-shi, Gifu",Gifu
34500,0,1999,1/2F,19.87,1K Apartment,"ImamineGifu-shi, Gifu",Gifu
39500,0,2003,1/2F,23.18,1K Apartment,"EgirachoHashima-shi, Gifu",Gifu
38500,0,2001,2/2F,23.18,1K Apartment,"NishikawateGifu-shi, Gifu",Gifu
40500,0,2009,2/2F,28.02,1K Apartment,"HigashikatabiraKani-shi, Gifu",Gifu
43050,0,2009,2/2F,28.02,1K Apartment,"KatabirashimmachiKani-shi, Gifu",Gifu
48050,0,2000,2/2F,49.68,2DK Apartment,"KayabachoGifu-shi, Gifu",Gifu
60050,0,2001,2/2F,49.68,2DK Apartment,"KasagichoOgaki-shi, Gifu",Gifu
45050,0,2008,2/2F,22.35,1K Apartment,"KawaiKani-shi, Gifu",Gifu
49050,0,2000,2/2F,40.95,2DK Apartment,"KoyanagiMotosu-gun Kitagata-cho,",Gifu
63050,0,2010,2/2F,44.85,1LDK Apartment,"NoisshikiGifu-shi, Gifu",Gifu
44550,0,2002,2/2F,19.87,1K Apartment,"Kano shimmeichoGifu-shi,",Gifu
44550,0,1996,2/2F,46.37,2DK Apartment,"KosaigoGifu-shi, Gifu",Gifu
46050,0,2002,2/2F,23.18,1K Apartment,"MinamiwakamorichoOgaki-shi, Gifu",Gifu
33000,0,1964,2/4F,45.36,3DK Apartment,"ShinkaichoOgaki-shi, Gifu",Gifu
30000,0,1975,1/5F,33.61,2K Apartment,"KasagamiMino-shi, Gifu",Gifu
65050,0,2010,2/2F,46.13,1LDK Apartment,"Unuma asahimachiKakamigahara-shi,",Gifu
22500,0,1967,3/4F,28.98,2K Apartment,"FuruhashiMizuho-shi, Gifu",Gifu
27000,0,1977,3/5F,39.83,2DK Apartment,"KamiminamigataIbi-gun Ibigawa-cho,",Gifu
50000,0,1985,3/5F,53.08,3DK Apartment,"OchiaiNakatsugawa-shi, Gifu",Gifu
31000,0,1976,5/5F,39.83,2DK Apartment,"Inatsucho oriMizunami-shi,",Gifu
32000,0,1972,2/5F,33.51,2K Apartment,"NakatsugawaNakatsugawa-shi, Gifu",Gifu
29000,0,1969,2/4F,28.98,2K Apartment,"TaruichonotsuginibanchigakurubaaiFuwa-gun Tarui-cho,",Gifu
29000,0,1965,2/4F,28.98,2K Apartment,"TaruichonotsuginibanchigakurubaaiFuwa-gun Tarui-cho,",Gifu
47000,0,1983,1/5F,53.08,2LDK Apartment,"NaegiNakatsugawa-shi, Gifu",Gifu
29000,0,1977,3/5F,39.83,2DK Apartment,"KamiminamigataIbi-gun Ibigawa-cho,",Gifu
28000,0,1972,5/5F,33.51,2K Apartment,"NakatsugawaNakatsugawa-shi, Gifu",Gifu
33000,0,1971,2/5F,33.09,2K Apartment,"NishimachiMinokamo-shi, Gifu",Gifu
40550,0,2006,1/2F,23.72,1K Apartment,"IshieAomori-shi, Aomori",Aomori
51550,0,2009,1/2F,23.18,1K Apartment,"Higashi21-banchoTowada-shi, Aomori",Aomori
49550,0,2005,2/2F,20.28,1K Apartment,"FurukawaAomori-shi, Aomori",Aomori
53550,0,2002,2/2F,23.18,1K Apartment,"MotomachinishiTowada-shi, Aomori",Aomori
46550,0,2006,1/3F,31.05,1K Apartment,"AburakawaAomori-shi, Aomori",Aomori
33000,0,1994,5/5F,53.08,3DK Apartment,"Kushibiki(sonota)Hachinohe-shi, Aomori",Aomori
27000,0,1968,4/4F,28.98,2K Apartment,"NiidaHachinohe-shi, Aomori",Aomori
27000,0,1976,3/5F,38.46,2DK Apartment,"Kushibiki(sonota)Hachinohe-shi, Aomori",Aomori
32000,0,1968,1/4F,28.98,2K Apartment,"NiidaHachinohe-shi, Aomori",Aomori
48550,0,2005,1/2F,22.35,1K Apartment,"KashiwazakiHachinohe-shi, Aomori",Aomori
39000,0,1982,5/5F,53.96,3DK Apartment,"HinodeMisawa-shi, Aomori",Aomori
34000,0,1994,4/5F,53.08,3DK Apartment,"Kushibiki(sonota)Hachinohe-shi, Aomori",Aomori
46000,0,1990,4/5F,53.08,3DK Apartment,"DainitonyamachiAomori-shi, Aomori",Aomori
21000,0,1973,4/5F,33.54,2K Apartment,"ArakawaAomori-shi, Aomori",Aomori
30000,0,1973,5/5F,33.54,2K Apartment,"TagadaiHachinohe-shi, Aomori",Aomori
32000,0,1983,4/5F,53.08,3DK Apartment,"YokodaiKamikita-gun Oirase-cho,",Aomori
22000,0,1970,4/4F,28.98,2K Apartment,"ShiroganedaiHachinohe-shi, Aomori",Aomori
43000,0,1989,2/5F,53.08,3DK Apartment,"NiidanishiHachinohe-shi, Aomori",Aomori
36500,0,1973,2/5F,33.54,2K Apartment,"TagadaiHachinohe-shi, Aomori",Aomori
31000,0,1983,4/5F,53.08,3DK Apartment,"YokodaiKamikita-gun Oirase-cho,",Aomori
45000,0,1989,2/5F,53.08,3DK Apartment,"NiidanishiHachinohe-shi, Aomori",Aomori
32000,0,1981,5/5F,53.96,3DK Apartment,"MisakidaiHachinohe-shi, Aomori",Aomori
24000,0,1976,5/5F,38.46,2DK Apartment,"Kushibiki(sonota)Hachinohe-shi, Aomori",Aomori
46000,0,1996,3/5F,53.08,3DK Apartment,"GodaiHirosaki-shi, Aomori",Aomori
24000,0,1970,3/4F,28.98,2K Apartment,"ShiroganedaiHachinohe-shi, Aomori",Aomori
27000,0,1968,4/4F,28.98,2K Apartment,"NiidaHachinohe-shi, Aomori",Aomori
32000,0,1981,5/5F,53.96,3DK Apartment,"MisakidaiHachinohe-shi, Aomori",Aomori
25000,0,1970,2/4F,28.98,2K Apartment,"ShiroganedaiHachinohe-shi, Aomori",Aomori
29000,0,1976,2/5F,38.46,2DK Apartment,"Kushibiki(sonota)Hachinohe-shi, Aomori",Aomori
44000,0,1982,2/5F,53.96,3DK Apartment,"HinodeMisawa-shi, Aomori",Aomori
93000,0,1988,8/8F,20.50,1K Apartment,"HoshinOsaka-shi Higashiyodogawa-ku,",Osaka
76500,0,2012,1/3F,42.23,1LDK Apartment,"KamishokakujiOsaka-shi Hirano-ku,",Osaka
93200,0,2006,3/13F,32.42,1R Apartment,"NippombashiOsaka-shi Naniwa-ku,",Osaka
63500,0,2010,2/2F,22.35,1K Apartment,"SannoOsaka-shi Nishinari-ku,",Osaka
50000,0,2003,2/2F,19.87,1K Apartment,"Amami nishiMatsubara-shi,",Osaka
64500,0,2005,1/2F,22.35,1K Apartment,"TakeshimaOsaka-shi Nishiyodogawa-ku,",Osaka
59000,0,2009,1/2F,19.87,1K Apartment,"KitatanabeOsaka-shi Higashisumiyoshi-ku,",Osaka
56500,0,2008,2/4F,20.81,1K Apartment,"MatsuOsaka-shi Nishinari-ku,",Osaka
76000,0,2002,1/2F,49.68,2DK Apartment,"Miyuki higashimachiNeyagawa-shi,",Osaka
47500,0,2000,2/2F,19.87,1K Apartment,"TatsuminishiOsaka-shi Ikuno-ku,",Osaka
49000,0,2004,1/2F,19.87,1K Apartment,"HigashikamidachoNeyagawa-shi, Osaka",Osaka
56500,0,2008,2/2F,20.28,1K Apartment,"KirenishiOsaka-shi Hirano-ku,",Osaka
120000,0,1994,10/10F,59.71,3LDK Apartment,"ShinkitajimaOsaka-shi Suminoe-ku,",Osaka
52500,0,2008,2/3F,19.87,1K Apartment,"NakagawaOsaka-shi Ikuno-ku,",Osaka
53500,0,1999,2/2F,20.37,1K Apartment,"TsurumiOsaka-shi Tsurumi-ku,",Osaka
52500,0,2005,2/2F,20.28,1K Apartment,"HayashijiOsaka-shi Ikuno-ku,",Osaka
74000,0,2006,6/14F,20.70,1K Apartment,"KozuOsaka-shi Chuo-ku,",Osaka
50000,0,2003,2/2F,19.87,1K Apartment,"HishiyahigashiHigashiosaka-shi, Osaka",Osaka
54000,0,2009,2/2F,19.87,1K Apartment,"MisonochoYao-shi, Osaka",Osaka
41000,0,2005,1/2F,19.87,1K Apartment,"SaigodoriMoriguchi-shi, Osaka",Osaka
63500,0,2006,2/2F,19.87,1K Apartment,"MatsuOsaka-shi Nishinari-ku,",Osaka
60000,0,2004,2/2F,19.87,1K Apartment,"KatayamachoSuita-shi, Osaka",Osaka
50000,0,2002,1/2F,23.18,1K Apartment,"Wakae higashimachiHigashiosaka-shi,",Osaka
51500,0,2002,3/3F,23.18,1K Apartment,"TatsuminishiOsaka-shi Ikuno-ku,",Osaka
53000,0,2008,1/2F,19.87,1K Apartment,"Senriyama higashiSuita-shi,",Osaka
68500,0,2009,2/4F,19.87,1K Apartment,"KasugademinamiOsaka-shi Konohana-ku,",Osaka
79500,0,2013,1/4F,21.11,1K Apartment,"TenmabashiOsaka-shi Kita-ku,",Osaka
45000,0,2004,2/2F,22.35,1K Apartment,"DeguchiHirakata-shi, Osaka",Osaka
53500,0,2002,1/3F,19.87,1K Apartment,"ShigitahigashiOsaka-shi Joto-ku,",Osaka
62500,0,2018,1/4F,22.35,1K Apartment,"KaritaOsaka-shi Sumiyoshi-ku,",Osaka
48550,0,2004,1/2F,23.72,1K Apartment,"NakagoeNagano-shi, Nagano",Nagano
70050,0,2006,2/2F,49.20,2DK Apartment,"Kawanakajimamachi yotsuyaNagano-shi,",Nagano
68550,0,2009,2/2F,43.06,1LDK Apartment,"InadaNagano-shi, Nagano",Nagano
68550,0,2007,1/2F,49.20,2DK Apartment,"AmorikoichiNagano-shi, Nagano",Nagano
46000,0,,,25.06,1K Apartment,"ZaimokuchoUeda-shi, Nagano",Nagano
53550,0,2006,1/2F,22.35,1K Apartment,"ChuoUeda-shi, Nagano",Nagano
45550,0,2008,1/2F,19.87,1K Apartment,"NakanojoUeda-shi, Nagano",Nagano
52550,0,2010,2/2F,19.87,1K Apartment,"TokidaUeda-shi, Nagano",Nagano
57550,0,2000,2/2F,49.68,2DK Apartment,"NakanojoUeda-shi, Nagano",Nagano
48550,0,2007,2/2F,23.18,1K Apartment,"AmorikoichiNagano-shi, Nagano",Nagano
55550,0,2008,1/3F,20.81,1K Apartment,"TokidaUeda-shi, Nagano",Nagano
57550,0,2005,1/2F,31.05,1K Apartment,"MidorigaokaUeda-shi, Nagano",Nagano
54550,0,2003,1/2F,20.28,1K Apartment,"OteUeda-shi, Nagano",Nagano
37000,0,2008,,23.61,1K Apartment,"MinamiminowamuraichienKamiina-gun Minamiminowa-mura,",Nagano
45000,0,,,22.35,1K Apartment,"OkadamatsuokaMatsumoto-shi, Nagano",Nagano
45000,0,,,23.18,1K Apartment,"KotobukikoakaMatsumoto-shi, Nagano",Nagano
42000,0,2007,,23.18,1K Apartment,"TatsunoKamiina-gun Tatsuno-machi,",Nagano
42000,0,,,26.08,1K Apartment,"KamishindenIna-shi, Nagano",Nagano
42000,0,,,23.18,1K Apartment,"OkadashimokadaMatsumoto-shi, Nagano",Nagano
39000,0,2007,,21.65,1K Apartment,"KamishindenIna-shi, Nagano",Nagano
45000,0,,,21.65,1K Apartment,"SatoyamabeMatsumoto-shi, Nagano",Nagano
40000,0,2003,,23.18,1K Apartment,"AtagochoIida-shi, Nagano",Nagano
41000,0,2003,,19.87,1K Apartment,"NishishioSuwa-gun Shimosuwa-machi,",Nagano
44000,0,,,23.18,1K Apartment,"SatoyamabeMatsumoto-shi, Nagano",Nagano
44000,0,,,20.28,1K Apartment,"OkadashimokadaMatsumoto-shi, Nagano",Nagano
44000,0,2002,,23.18,1K Apartment,"OsachiminamotoOkaya-shi, Nagano",Nagano
46000,0,,,20.81,1K Apartment,"MinamimachiSuwa-shi, Nagano",Nagano
44000,0,2007,,23.61,1K Apartment,"KamimakiIna-shi, Nagano",Nagano
42000,0,,,23.18,1K Apartment,"SatoyamabeMatsumoto-shi, Nagano",Nagano
47000,0,,,20.81,1K Apartment,"AsamaonsenMatsumoto-shi, Nagano",Nagano
32500,0,2002,1/2F,20.28,1K Apartment,"KunitateBeppu-shi, Oita",Oita
55050,0,1997,2/3F,39.74,2DK Apartment,"OshinoOita-shi, Oita",Oita
45550,0,2008,2/2F,28.02,1K Apartment,"KakuOita-shi, Oita",Oita
38550,0,2003,1/2F,19.87,1K Apartment,"Uenogaoka nishiOita-shi,",Oita
57050,0,2009,2/2F,46.94,1LDK Apartment,"KubaruminamiOita-shi, Oita",Oita
59550,0,1990,1/2F,39.00,2DK Apartment,"NishiomichiOita-shi, Oita",Oita
39550,0,2008,2/2F,28.02,1K Apartment,"DannoharuOita-shi, Oita",Oita
42550,0,2011,2/2F,28.02,1K Apartment,"Shonin nishiBeppu-shi,",Oita
40550,0,1999,2/2F,19.87,1K Apartment,"OmichimachiOita-shi, Oita",Oita
39550,0,2005,1/3F,19.87,1K Apartment,"KanaikeminamiOita-shi, Oita",Oita
35000,0,1972,1/5F,33.51,2K Apartment,"NakahetsugiOita-shi, Oita",Oita
33000,0,1971,2/5F,33.09,2K Apartment,"NakahetsugiOita-shi, Oita",Oita
52000,0,1971,2/5F,66.18,3DK Apartment,"NakahetsugiOita-shi, Oita",Oita
33000,0,1971,2/5F,33.09,2K Apartment,"NakahetsugiOita-shi, Oita",Oita
52000,0,1971,2/5F,66.18,3DK Apartment,"NakahetsugiOita-shi, Oita",Oita
35500,0,2010,,23.18,1K Apartment,"Kawagecho isshikiTsu-shi,",Mie
46050,0,2008,2/2F,22.35,1K Apartment,"Kurima machiyachoTsu-shi,",Mie
53050,0,2010,2/2F,46.94,1LDK Apartment,"Kusucho hongoYokkaichi-shi,",Mie
40500,0,,,23.61,1K Apartment,"IchinomiyachoSuzuka-shi, Mie",Mie
39500,0,2006,,23.18,1K Apartment,"SuehirochoTsu-shi, Mie",Mie
38000,0,2009,,20.81,1K Apartment,"TakahamashimmachiYokkaichi-shi, Mie",Mie
39500,0,2007,,21.81,1K Apartment,"NakagawaraTsu-shi, Mie",Mie
37000,0,2007,,23.18,1K Apartment,"TakahamashimmachiYokkaichi-shi, Mie",Mie
37500,0,2009,,23.61,1K Apartment,"IsoyamaSuzuka-shi, Mie",Mie
37000,0,2008,,28.15,1K Apartment,"Kusucho kitaisshikiYokkaichi-shi,",Mie
37000,0,2008,,28.02,1K Apartment,"Kusucho kitagomizukaYokkaichi-shi,",Mie
39000,0,2008,,23.18,1K Apartment,"RokuromiYokkaichi-shi, Mie",Mie
36500,0,,,20.28,1K Apartment,"OtobeTsu-shi, Mie",Mie
39000,0,2008,,23.61,1K Apartment,"KitafukusakiMie-gun Kawagoe-cho,",Mie
38500,0,2006,,23.18,1K Apartment,"SuehirochoTsu-shi, Mie",Mie
34000,0,2007,,22.98,1K Apartment,"Kusucho kitaisshikiYokkaichi-shi,",Mie
38500,0,2007,,22.35,1K Apartment,"SumiyoshichoTsu-shi, Mie",Mie
39000,0,,,21.81,1K Apartment,"IsozuYokkaichi-shi, Mie",Mie
41500,0,2007,,21.81,1K Apartment,"NakagawaraTsu-shi, Mie",Mie
31500,0,2009,,23.18,1K Apartment,"KaibanachoMatsusaka-shi, Mie",Mie
39000,0,2006,,22.35,1K Apartment,"BankochoYokkaichi-shi, Mie",Mie
38000,0,2008,,28.02,1K Apartment,"Kusucho kitagomizukaYokkaichi-shi,",Mie
37500,0,,,23.18,1K Apartment,"Yanagiyama tsuokiTsu-shi,",Mie
34500,0,2006,,23.18,1K Apartment,"SumiyoshichoTsu-shi, Mie",Mie
40500,0,,,23.61,1K Apartment,"IchinomiyachoSuzuka-shi, Mie",Mie
38000,0,2008,,23.61,1K Apartment,"Kusucho kitagomizukaYokkaichi-shi,",Mie
39500,0,2007,,23.18,1K Apartment,"SumiyoshichoTsu-shi, Mie",Mie
38500,0,2008,,23.18,1K Apartment,"TakasuchoTsu-shi, Mie",Mie
40000,0,2006,,19.87,1K Apartment,"HamamachiYokkaichi-shi, Mie",Mie
39500,0,2008,,23.61,1K Apartment,"HigashimachiMatsusaka-shi, Mie",Mie
58500,0,2006,2/2F,20.28,1K Apartment,Yoshijima nishiHiroshima-shi,Hiroshima
46500,0,2003,1/2F,19.87,1K Apartment,Yoshijima shimmachiHiroshima-shi,Hiroshima
75500,0,2013,1/2F,21.90,1K Apartment,"HijiyamachoHiroshima-shi Minami-ku,",Hiroshima
46500,0,2000,2/2F,20.28,1K Apartment,Hesaka oageHiroshima-shi,Hiroshima
60500,0,2015,1/3F,26.08,1K Apartment,"NishiharaHiroshima-shi Asaminami-ku,",Hiroshima
58500,0,2007,2/2F,28.02,1K Apartment,"SakahigashiAki-gun Saka-cho,",Hiroshima
69500,0,2006,1/2F,45.89,2DK Apartment,"YanominamiHiroshima-shi Aki-ku,",Hiroshima
57500,0,2008,1/2F,19.87,1K Apartment,Onaga higashiHiroshima-shi,Hiroshima
55500,0,2008,2/2F,19.87,1K Apartment,"KabeminamiHiroshima-shi Asakita-ku,",Hiroshima
47500,0,2006,1/2F,20.28,1K Apartment,Hesaka kurumegiHiroshima-shi,Hiroshima
48500,0,2010,1/2F,21.65,1K Apartment,Hesaka yamasakichoHiroshima-shi,Hiroshima
51500,0,2006,1/2F,22.35,1K Apartment,"HigashinoHiroshima-shi Asaminami-ku,",Hiroshima
52500,0,2005,1/2F,20.28,1K Apartment,"YamadaAki-gun Fuchu-cho,",Hiroshima
54500,0,2006,1/2F,22.35,1K Apartment,"YanagigaokaAki-gun Fuchu-cho,",Hiroshima
46500,0,2003,1/2F,22.70,1K Apartment,Nakayama kamiHiroshima-shi,Hiroshima
48500,0,2001,2/3F,20.28,1K Apartment,"ItsukaichiHiroshima-shi Saeki-ku,",Hiroshima
61500,0,2008,3/3F,20.81,1K Apartment,"YanohigashiHiroshima-shi Aki-ku,",Hiroshima
60500,0,2017,1/2F,26.50,1R Apartment,"MidoriiHiroshima-shi Asaminami-ku,",Hiroshima
61500,0,2011,2/2F,26.09,1K Apartment,"YamamotoHiroshima-shi Asaminami-ku,",Hiroshima
53500,0,2005,2/2F,26.49,1K Apartment,"KuchitaminamiHiroshima-shi Asakita-ku,",Hiroshima
49500,0,2008,2/3F,20.81,1K Apartment,"YagichoHiroshima-shi Asaminami-ku,",Hiroshima
56500,0,2008,1/3F,19.87,1K Apartment,"NishimachiFukuyama-shi, Hiroshima",Hiroshima
50500,0,2006,2/2F,21.81,1K Apartment,"ToshimatsuHiroshima-shi Saeki-ku,",Hiroshima
48500,0,2000,1/3F,19.87,1K Apartment,"MinamikanonHiroshima-shi Nishi-ku,",Hiroshima
49500,0,2005,2/2F,19.87,1K Apartment,"SagataHatsukaichi-shi, Hiroshima",Hiroshima
65500,0,2013,1/2F,30.80,1K Apartment,"SendoHiroshima-shi Saeki-ku,",Hiroshima
48500,0,2000,2/3F,20.28,1K Apartment,"YahatahigashiHiroshima-shi Saeki-ku,",Hiroshima
69500,0,2013,2/2F,29.92,1K Apartment,Yoshijima nishiHiroshima-shi,Hiroshima
50500,0,2005,3/3F,20.28,1K Apartment,"SendoHiroshima-shi Saeki-ku,",Hiroshima
51500,0,2006,2/2F,19.87,1K Apartment,"HigashiharaHiroshima-shi Asaminami-ku,",Hiroshima
213900,0,2008,1/14F,55.04,2LDK Apartment,"Kita5-jonishi(1-24-chome)Sapporo-shi Chuo-ku,",Hokkaido
213900,0,2008,9/14F,51.54,2LDK Apartment,"Kita5-jonishi(1-24-chome)Sapporo-shi Chuo-ku,",Hokkaido
39500,0,2007,2/2F,23.18,1K Apartment,"KasugachoIwamizawa-shi, Hokkaido",Hokkaido
39000,0,2006,1/2F,23.18,1K Apartment,"ShintomichoOtaru-shi, Hokkaido",Hokkaido
40000,0,2008,1/2F,23.18,1K Apartment,"Bunkyodai higashimachiEbetsu-shi,",Hokkaido
42000,0,2008,1/2F,23.18,1K Apartment,"HiyoshichoTomakomai-shi, Hokkaido",Hokkaido
54000,0,2006,1/2F,23.18,1K Apartment,"AobachoSapporo-shi Atsubetsu-ku,",Hokkaido
45000,0,2006,1/2F,23.18,1K Apartment,"4-joEbetsu-shi, Hokkaido",Hokkaido
32000,0,2004,1/2F,23.18,1K Apartment,"Oasa izumichoEbetsu-shi,",Hokkaido
36000,0,2008,2/2F,23.18,1K Apartment,Tsukisamu nishi3-joSapporo-shi,Hokkaido
47000,0,2009,2/2F,23.18,1K Apartment,"Kita9-jonishiSapporo-shi Chuo-ku,",Hokkaido
43000,0,2007,1/2F,23.18,1K Apartment,"Kita30-johigashiSapporo-shi Higashi-ku,",Hokkaido
42400,0,2004,4/6F,23.36,1K Apartment,"Minami19-jonishiSapporo-shi Chuo-ku,",Hokkaido
42000,0,2008,1/2F,23.18,1K Apartment,"Minami24-jonishiSapporo-shi Chuo-ku,",Hokkaido
35500,0,2009,1/2F,23.18,1K Apartment,"Misono 1-joIwamizawa-shi,",Hokkaido
48000,0,2003,2/2F,23.18,1K Apartment,"Kita22-jonishiSapporo-shi Kita-ku,",Hokkaido
50000,0,2009,1/2F,23.18,1K Apartment,Chuo 2-joSapporo-shi,Hokkaido
54000,0,2002,1/2F,23.18,1K Apartment,"HigashinopporohonchoEbetsu-shi, Hokkaido",Hokkaido
49000,0,2008,2/2F,23.18,1K Apartment,Toyohira 4-joSapporo-shi,Hokkaido
49000,0,2007,1/2F,23.18,1K Apartment,Atsubetsunishi 3-joSapporo-shi,Hokkaido
45500,0,2008,2/2F,23.18,1K Apartment,"2-jo nishiIwamizawa-shi,",Hokkaido
44000,0,2006,1/2F,23.18,1K Apartment,"Minami14-jonishiSapporo-shi Chuo-ku,",Hokkaido
40000,0,2006,1/2F,23.18,1K Apartment,"Nopporo wakabachoEbetsu-shi,",Hokkaido
36000,0,2007,1/2F,23.18,1K Apartment,Takuhoku 2-joSapporo-shi,Hokkaido
41000,0,2008,1/2F,23.18,1K Apartment,"Minami10-jonishiSapporo-shi Chuo-ku,",Hokkaido
49000,0,2006,2/2F,23.18,1K Apartment,Tsukisamu higashi2-joSapporo-shi,Hokkaido
53000,0,2004,2/2F,23.18,1K Apartment,"NakajimachoEniwa-shi, Hokkaido",Hokkaido
47000,0,2005,2/2F,23.18,1K Apartment,"Kita50-johigashiSapporo-shi Higashi-ku,",Hokkaido
46000,0,2005,2/2F,23.18,1K Apartment,Hachiken 4-johigashiSapporo-shi,Hokkaido
54000,0,2008,1/2F,23.18,1K Apartment,"BunkyodaiEbetsu-shi, Hokkaido",Hokkaido
